User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
2039,Elizabeth Morris,kayla09@example.org,kayla09,18-09-1999,Female,New Alicialand,25-02-2024,24-02-2025,Monthly,Visa,Manual,Frequent,Clothing,Drama,Tablet,Low,4,0
2040,Mary Martinez,ashleyrussell@example.com,ashleyrussell,02-12-1959,Female,North Matthew,19-03-2024,19-03-2025,Annual,Visa,Manual,Frequent,Electronics,Comedy,Tablet,Low,3.3,9
2041,Stanley Pierce,daniel30@example.net,daniel30,17-07-1952,Female,Fuenteston,31-03-2024,31-03-2025,Annual,Visa,Manual,Occasional,Electronics,Comedy,Tablet,Medium,3.6,10
2042,Charlotte Montoya,wallaceerin@example.org,wallaceerin,18-10-1957,Female,Brettfurt,21-01-2024,20-01-2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Comedy,Smartphone,High,4.7,4
2043,Justin Chavez,loritucker@example.com,loritucker,13-12-1934,Male,North Kari,20-01-2024,19-01-2025,Monthly,Mastercard,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.8,3
2044,Mark Cole,mark66@example.com,mark66,04-12-1950,Female,East Andre,11-04-2024,11-04-2025,Annual,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3,10
2045,Vanessa Anderson,zachary12@example.com,zachary12,16-05-1989,Female,Port Jasonshire,06-04-2024,06-04-2025,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.4,1
2046,Kimberly Johnson,jessica97@example.com,jessica97,23-08-1956,Female,New Matthewbury,24-01-2024,23-01-2025,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smart TV,High,3,2
2047,Ethan Gray,bowerssavannah@example.net,bowerssavannah,22-08-1950,Male,East Jamesland,14-03-2024,14-03-2025,Annual,Visa,Manual,Frequent,Clothing,Romance,Smart TV,Medium,3.9,6
2048,Robert Anderson,justinherman@example.net,justinherman,26-01-1961,Male,New Meganshire,15-03-2024,15-03-2025,Annual,Amex,Manual,Frequent,Clothing,Romance,Smart TV,Medium,4.4,9
2049,Paige Carey,lsanders@example.org,lsanders,01-11-1954,Male,Camachoberg,24-02-2024,23-02-2025,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,3.2,3
2050,Sonia Taylor,khull@example.net,khull,07-06-1933,Female,Lake Danielle,23-03-2024,23-03-2025,Annual,Mastercard,Manual,Frequent,Electronics,Action,Tablet,Medium,4.7,6
2051,Sean Smith,laura61@example.net,laura61,27-06-1998,Male,Hartmanberg,27-01-2024,26-01-2025,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smart TV,Medium,4.1,0
2052,Matthew Rodriguez,rarnold@example.com,rarnold,13-05-1987,Female,Lake Justinchester,08-02-2024,07-02-2025,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Tablet,Medium,3.9,1
2053,Caleb Hill MD,stephanie06@example.net,stephanie06,28-03-1987,Female,South Rebecca,08-03-2024,08-03-2025,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Tablet,Low,4.2,1
2054,Adrian Franco,morrislindsey@example.net,morrislindsey,25-04-1985,Male,Aaronton,14-04-2024,14-04-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Horror,Tablet,Medium,3.5,10
2055,Katelyn Kennedy,mark98@example.net,mark98,24-05-1961,Male,North Seanton,30-03-2024,30-03-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.5,10
2056,Victoria Ayala,tracy33@example.com,tracy33,18-07-1941,Male,Angelicamouth,26-03-2024,26-03-2025,Annual,Mastercard,Manual,Occasional,Books,Romance,Smartphone,Low,4.3,10
2057,John Greene,kcarey@example.com,kcarey,14-06-2002,Male,West Andreabury,24-02-2024,23-02-2025,Annual,Visa,Manual,Frequent,Electronics,Drama,Smart TV,Low,4.1,7
2058,Stephanie Ochoa,kathryn33@example.com,kathryn33,27-04-1958,Male,Port Lindsayhaven,22-02-2024,21-02-2025,Monthly,Visa,Manual,Regular,Books,Documentary,Tablet,Low,5,4
2059,Nicholas Howard,dylan29@example.net,dylan29,30-08-2005,Male,West Bryan,08-01-2024,07-01-2025,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,High,3.7,7
2060,Elizabeth Barnett,panderson@example.net,panderson,20-11-1981,Male,East Christopherburgh,06-03-2024,06-03-2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,High,4.8,5
2061,John Aguilar,jacobjackson@example.net,jacobjackson,05-02-1976,Female,Bernardshire,17-03-2024,17-03-2025,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Tablet,Medium,4.6,5
2062,Jodi Smith,hensonjerry@example.com,hensonjerry,23-04-1953,Female,East Rachel,22-03-2024,22-03-2025,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smartphone,Low,4.3,2
2063,Kevin Yoder,brettjohnson@example.org,brettjohnson,17-05-1966,Female,Randalltown,11-01-2024,10-01-2025,Annual,Visa,Auto-renew,Regular,Electronics,Action,Tablet,Medium,3,4
2064,Heather Wall,amoreno@example.org,amoreno,05-12-1949,Male,New Robertstad,03-03-2024,03-03-2025,Monthly,Visa,Manual,Frequent,Books,Drama,Tablet,Medium,3.5,6
2065,Mark Blair,sharprebecca@example.net,sharprebecca,20-11-1981,Female,Jamesberg,03-01-2024,02-01-2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Drama,Smartphone,Medium,4.4,0
2066,Jose Meyer,cynthiamitchell@example.net,cynthiamitchell,21-04-1935,Male,New Rick,08-01-2024,07-01-2025,Annual,Amex,Manual,Frequent,Books,Sci-Fi,Smartphone,Low,3.1,10
2067,Hailey Green,prowland@example.com,prowland,23-07-1982,Male,Aprilshire,15-02-2024,14-02-2025,Monthly,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Medium,3.9,10
2068,Suzanne Jones,amy58@example.org,amy58,21-07-1936,Male,Watsonchester,23-01-2024,22-01-2025,Annual,Visa,Auto-renew,Occasional,Books,Drama,Tablet,High,3.6,2
2069,Walter Thompson,ernest94@example.net,ernest94,03-02-1955,Male,Watsonborough,18-03-2024,18-03-2025,Annual,Visa,Manual,Regular,Books,Drama,Tablet,High,4.8,7
2070,Donald Martin,powens@example.net,powens,22-07-1989,Female,New Crystal,24-03-2024,24-03-2025,Annual,Mastercard,Manual,Frequent,Electronics,Documentary,Smart TV,High,4.1,10
2071,Joshua Novak,crystalibarra@example.org,crystalibarra,29-12-1946,Male,Sheilaview,08-01-2024,07-01-2025,Annual,Amex,Auto-renew,Occasional,Clothing,Action,Tablet,Medium,4.5,1
2072,Daniel Tran,stevensjenny@example.net,stevensjenny,21-08-1935,Male,Lake Tiffany,24-03-2024,24-03-2025,Annual,Visa,Manual,Regular,Books,Action,Tablet,High,3.7,8
2073,Alyssa Lawrence,meganmason@example.org,meganmason,21-09-1945,Female,North Sarah,30-01-2024,29-01-2025,Annual,Mastercard,Auto-renew,Regular,Books,Action,Smart TV,Medium,3.9,2
2074,Cindy Griffith,gloriabrennan@example.org,gloriabrennan,26-05-1995,Male,Lake Elizabeth,13-02-2024,12-02-2025,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smartphone,High,4.5,9
2075,Daniel Ramirez,gjones@example.com,gjones,12-03-1938,Male,North George,08-02-2024,07-02-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Medium,5,0
2076,Theresa Brown,james53@example.net,james53,09-07-1957,Male,Jenkinsside,07-01-2024,06-01-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Horror,Tablet,Low,4.2,4
2077,Kelly Jones,candicebeasley@example.org,candicebeasley,08-05-1945,Male,North Amberbury,28-02-2024,27-02-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smart TV,High,3.3,10
2078,Peter Lee,aschmidt@example.com,aschmidt,21-07-1986,Female,Campbellmouth,21-03-2024,21-03-2025,Annual,Amex,Auto-renew,Frequent,Books,Drama,Smartphone,High,4.8,10
2079,Nicholas Marks,zachary39@example.org,zachary39,27-05-1999,Male,North Anna,04-01-2024,03-01-2025,Annual,Visa,Manual,Regular,Clothing,Comedy,Smart TV,Low,3.6,9
2080,Lance Patton,kristen45@example.net,kristen45,11-09-1949,Male,Alejandroview,23-02-2024,22-02-2025,Annual,Visa,Manual,Regular,Clothing,Horror,Smartphone,High,4.6,9
2081,Valerie Nicholson,katrinasaunders@example.net,katrinasaunders,13-07-1999,Male,Lake Michelleshire,25-03-2024,25-03-2025,Monthly,Visa,Auto-renew,Frequent,Books,Drama,Smart TV,Medium,4.3,4
2082,James Barton,allenkimberly@example.net,allenkimberly,21-11-1946,Female,East Brianna,07-04-2024,07-04-2025,Annual,Amex,Manual,Regular,Books,Action,Smart TV,Medium,4.1,10
2083,Jordan Townsend,christophermiller@example.com,christophermiller,05-03-1998,Male,Hendersonborough,02-03-2024,02-03-2025,Annual,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,5,0
2084,April Bond,laura70@example.com,laura70,05-03-1976,Male,West David,03-01-2024,02-01-2025,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smartphone,High,4.6,6
2085,Ian Jones,lisa27@example.net,lisa27,29-10-1990,Female,Valencialand,28-02-2024,27-02-2025,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Tablet,Medium,4.6,9
2086,Diana George,raymond70@example.com,raymond70,08-09-1961,Male,Lake Angelaside,17-02-2024,16-02-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,High,3.7,1
2087,Jeffrey Carroll,sharonprice@example.net,sharonprice,31-07-1973,Male,Fischermouth,10-03-2024,10-03-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.4,1
2088,Rhonda Spencer,jessica85@example.org,jessica85,13-12-1985,Female,East Dianamouth,01-01-2024,31-12-2024,Annual,Amex,Manual,Occasional,Electronics,Sci-Fi,Tablet,High,4.2,1
2089,Cory Baker,codymalone@example.net,codymalone,31-08-1945,Female,Gomezport,11-04-2024,11-04-2025,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Smartphone,High,4.7,8
2090,Cynthia Brown,allenjones@example.com,allenjones,09-08-1953,Female,South Sandraport,07-03-2024,07-03-2025,Annual,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Low,3.4,3
2091,Lindsey Jackson,josephfernandez@example.com,josephfernandez,21-12-1992,Male,Jonathanville,21-02-2024,20-02-2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Romance,Smart TV,Low,4.7,9
2092,Stephen Alvarez,mmullins@example.com,mmullins,21-12-1941,Male,Tracyburgh,12-03-2024,12-03-2025,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Low,3.9,9
2093,Danielle Caldwell,beckymorrow@example.com,beckymorrow,21-04-1998,Female,Wilcoxchester,07-03-2024,07-03-2025,Monthly,Amex,Manual,Frequent,Clothing,Romance,Tablet,Low,3.2,4
2094,Nicole Buck,simmonsalyssa@example.net,simmonsalyssa,17-12-1995,Male,Lake Saraton,12-01-2024,11-01-2025,Monthly,Amex,Manual,Frequent,Books,Romance,Tablet,Low,4.9,0
2095,Nicole Ellis,freemanlori@example.org,freemanlori,29-10-1947,Female,New Brittanyberg,21-02-2024,20-02-2025,Annual,Amex,Manual,Frequent,Clothing,Drama,Smart TV,Low,3,6
2096,Harry Scott,joseconner@example.com,joseconner,15-09-2002,Female,Rubiofort,27-02-2024,26-02-2025,Monthly,Mastercard,Manual,Regular,Books,Comedy,Tablet,High,4.5,9
2097,Alec Price,egarcia@example.org,egarcia,28-01-1950,Female,Valenzuelabury,10-02-2024,09-02-2025,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Smartphone,Medium,5,7
2098,Javier Phillips,arthur57@example.net,arthur57,25-11-1996,Female,North Ericport,11-01-2024,10-01-2025,Monthly,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.6,8
2099,Sandra Mcclure,isabella74@example.com,isabella74,02-01-1999,Female,Monicastad,05-03-2024,05-03-2025,Annual,Mastercard,Manual,Regular,Books,Action,Tablet,Low,4.4,6
2100,Jessica Lam,ericaduran@example.org,ericaduran,02-08-1970,Female,Allisontown,05-02-2024,04-02-2025,Monthly,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Medium,4.7,4
2101,James Hall,andrewstim@example.net,andrewstim,08-08-1960,Male,Kyleport,06-04-2024,06-04-2025,Annual,Amex,Auto-renew,Frequent,Clothing,Horror,Tablet,High,3.3,9
2102,Sergio Sanchez,callen@example.com,callen,20-08-2004,Female,Sylviaport,19-03-2024,19-03-2025,Annual,Visa,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.3,0
2103,William Baker,charlessheppard@example.net,charlessheppard,17-01-1939,Female,West Shelbyfurt,05-04-2024,05-04-2025,Annual,Visa,Auto-renew,Regular,Books,Documentary,Smartphone,Low,4.8,8
2104,Nicole Gomez,allenryan@example.com,allenryan,18-07-1997,Female,Christinemouth,26-01-2024,25-01-2025,Monthly,Amex,Manual,Frequent,Clothing,Horror,Smartphone,High,4.1,2
2105,John Morrow,cindyrogers@example.net,cindyrogers,01-07-1977,Female,Port Robertmouth,18-01-2024,17-01-2025,Annual,Visa,Manual,Regular,Clothing,Romance,Smart TV,Medium,4.8,9
2106,Katherine Henderson,hernandeztravis@example.com,hernandeztravis,08-10-1981,Female,Lake Debraberg,23-03-2024,23-03-2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Smart TV,Medium,3.5,0
2107,Veronica Smith,brittanyrojas@example.net,brittanyrojas,10-03-1980,Male,Haroldbury,18-01-2024,17-01-2025,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,High,3.5,0
2108,Ronnie Baker,xshaffer@example.com,xshaffer,10-03-1975,Female,Tiffanymouth,14-01-2024,13-01-2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Low,3.7,5
2109,Ashley Perkins,qramsey@example.net,qramsey,03-11-1973,Male,Mcclainchester,12-03-2024,12-03-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Comedy,Smart TV,Medium,3.1,2
2110,Caleb Hill,heatherphillips@example.net,heatherphillips,21-11-1964,Female,Lake Erinshire,19-03-2024,19-03-2025,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,High,3.8,4
2111,Robert Carr,abigailwilson@example.org,abigailwilson,19-07-1966,Female,East Anne,22-01-2024,21-01-2025,Monthly,Amex,Manual,Frequent,Books,Drama,Tablet,Medium,3.4,3
2112,Nicholas Walker,lberg@example.com,lberg,21-11-1985,Female,West Erin,01-02-2024,31-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,3.1,10
2113,Zachary Smith,heathershields@example.org,heathershields,09-09-1950,Female,Fletcherberg,02-03-2024,02-03-2025,Annual,Amex,Manual,Occasional,Books,Drama,Tablet,Low,4.2,8
2114,Leah Farrell,melodystanley@example.net,melodystanley,07-05-1933,Female,South Sue,21-01-2024,20-01-2025,Monthly,Amex,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,4.5,5
2115,Heidi Yoder,holly50@example.net,holly50,20-01-1955,Female,Sharonton,10-02-2024,09-02-2025,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,High,4.8,0
2116,Gregory Perez,jerry34@example.net,jerry34,13-12-1999,Male,Port Morganhaven,19-03-2024,19-03-2025,Monthly,Amex,Manual,Frequent,Books,Horror,Tablet,High,4,10
2117,Tim Brown,michelefoster@example.com,michelefoster,03-11-1937,Female,Susanfurt,15-02-2024,14-02-2025,Monthly,Amex,Manual,Frequent,Books,Comedy,Tablet,Medium,3.8,4
2118,Michelle Foster DDS,brent52@example.org,brent52,07-12-1982,Male,Port Felicia,09-03-2024,09-03-2025,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,High,4.6,5
2119,Jose Garcia,michael05@example.org,michael05,28-11-1946,Male,West Garrettfort,28-01-2024,27-01-2025,Annual,Mastercard,Manual,Regular,Books,Romance,Tablet,Medium,4.6,1
2120,Richard Casey,oyoung@example.org,oyoung,09-09-1993,Female,East Stephanie,04-03-2024,04-03-2025,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,Medium,5,7
2121,Eileen Thomas,phillipsaustin@example.net,phillipsaustin,01-08-1962,Female,South Sheilafurt,30-03-2024,30-03-2025,Annual,Mastercard,Manual,Regular,Clothing,Romance,Tablet,Medium,4.3,2
2122,Rachel Herrera,cmooney@example.org,cmooney,19-06-1939,Female,East Carlafurt,25-01-2024,24-01-2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,4.5,3
2123,Whitney Williams,debramckinney@example.net,debramckinney,17-01-1939,Male,West Carlamouth,22-02-2024,21-02-2025,Monthly,Mastercard,Manual,Frequent,Books,Horror,Smart TV,Low,4.4,7
2124,John Cooke,xpearson@example.com,xpearson,13-12-1986,Male,New Jenniferborough,03-03-2024,03-03-2025,Annual,Mastercard,Manual,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.1,6
2125,Angela Atkins,sstevens@example.net,sstevens,18-05-1974,Male,Frederickview,11-02-2024,10-02-2025,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,Low,3.1,0
2126,Stephen Price,amber88@example.net,amber88,04-10-1983,Female,East John,16-02-2024,15-02-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Low,3.3,1
2127,Luis Phillips,shawn20@example.net,shawn20,01-03-1940,Female,Kennethton,27-03-2024,27-03-2025,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.6,1
2128,Juan Moody,scott11@example.net,scott11,23-03-1980,Male,Mcgeefort,19-03-2024,19-03-2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Tablet,Medium,4.3,9
2129,Lauren Wallace,rrobinson@example.net,rrobinson,14-07-1990,Male,Justinhaven,19-03-2024,19-03-2025,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Smartphone,High,4.3,10
2130,Lisa Gay,olivercolton@example.net,olivercolton,12-05-1956,Male,North Michelle,01-02-2024,31-01-2025,Monthly,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,3,4
2131,Kevin Miller,kristen14@example.org,kristen14,20-05-1940,Male,Port Stephen,06-01-2024,05-01-2025,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smartphone,High,3.3,5
2132,Heather Powell,gcole@example.com,gcole,24-09-1983,Male,Rachelhaven,28-03-2024,28-03-2025,Annual,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,4.8,8
2133,James Brown,iryan@example.com,iryan,21-02-1965,Female,Sharonmouth,23-02-2024,22-02-2025,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,Low,4.9,3
2134,Lauren Stevenson,laurenmyers@example.com,laurenmyers,27-05-1934,Male,Johnsonland,01-01-2024,31-12-2024,Monthly,Visa,Auto-renew,Frequent,Clothing,Romance,Smartphone,Medium,4.5,8
2135,Kenneth Clark,dwright@example.net,dwright,28-12-1955,Male,Port Jamesfurt,01-02-2024,31-01-2025,Annual,Mastercard,Auto-renew,Regular,Books,Documentary,Tablet,High,3.3,2
2136,Christine Williams,rodriguezcassandra@example.com,rodriguezcassandra,23-10-1937,Female,Lake Melindamouth,27-03-2024,27-03-2025,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,3.8,1
2137,Kevin Gonzalez,rebeccawilliamson@example.com,rebeccawilliamson,16-11-1947,Male,Cantushire,20-01-2024,19-01-2025,Annual,Visa,Auto-renew,Regular,Books,Drama,Tablet,Medium,3.8,0
2138,Dan Pennington,amycampbell@example.net,amycampbell,23-10-1997,Male,East Robert,17-02-2024,16-02-2025,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smartphone,Low,3.7,4
2139,Jason Smith,karen93@example.org,karen93,01-06-1965,Female,Lake Anitaland,09-04-2024,09-04-2025,Annual,Visa,Manual,Occasional,Books,Horror,Smartphone,Medium,5,2
2140,Brandi Johnson,zmoran@example.com,zmoran,27-07-1961,Female,New Malloryville,04-03-2024,04-03-2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.4,3
2141,Tiffany Lewis,theresa58@example.net,theresa58,24-06-1995,Female,Harmonton,24-03-2024,24-03-2025,Annual,Visa,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.7,1
2142,Whitney Holden,jwelch@example.org,jwelch,14-07-1998,Female,Owensborough,04-02-2024,03-02-2025,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Smart TV,High,3.2,5
2143,Melissa Nguyen,rosealisha@example.org,rosealisha,01-10-1999,Male,South Melindaton,24-02-2024,23-02-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,3,0
2144,Anthony Jacobs,ihernandez@example.net,ihernandez,12-08-1990,Female,Lake Erik,27-01-2024,26-01-2025,Monthly,Amex,Manual,Frequent,Clothing,Comedy,Smart TV,Medium,3.1,0
2145,Anthony Fletcher,kevinmiller@example.org,kevinmiller,02-02-1987,Female,Hayesfurt,21-02-2024,20-02-2025,Annual,Amex,Manual,Regular,Books,Action,Smart TV,Medium,3.4,0
2146,Christopher Odonnell,richard37@example.org,richard37,17-02-1967,Male,West Robertburgh,15-03-2024,15-03-2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,4.3,6
2147,Benjamin Martinez,brandonmatthews@example.com,brandonmatthews,07-01-1950,Female,Gonzaleztown,23-03-2024,23-03-2025,Monthly,Visa,Manual,Frequent,Electronics,Drama,Tablet,Low,3.6,4
2148,William Navarro,brenda66@example.com,brenda66,19-01-1970,Female,East Alexandriafort,25-01-2024,24-01-2025,Annual,Visa,Manual,Regular,Books,Action,Smart TV,Low,3.7,10
2149,Allison Anderson,patty13@example.com,patty13,03-12-2003,Female,Bennettburgh,04-04-2024,04-04-2025,Annual,Amex,Auto-renew,Occasional,Books,Drama,Smartphone,Medium,4.9,3
2150,Donna Mcdonald,julie02@example.org,julie02,22-07-1998,Male,East Kristin,28-03-2024,28-03-2025,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Medium,4.7,5
2151,Jamie Thomas,melissa14@example.org,melissa14,10-03-1979,Female,East Jessica,03-01-2024,02-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,3.5,0
2152,Ernest Moses,david32@example.org,david32,28-07-1995,Female,Andersonside,03-01-2024,02-01-2025,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Smart TV,High,4.2,0
2153,Matthew Hanson,kwest@example.com,kwest,13-10-1994,Female,North Claytonburgh,10-02-2024,09-02-2025,Annual,Mastercard,Manual,Regular,Books,Action,Smartphone,High,3.1,8
2154,Veronica Kelley,xjenkins@example.org,xjenkins,06-10-1955,Male,Millerchester,03-04-2024,03-04-2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Documentary,Tablet,Low,4.3,10
2155,Linda Reeves,angel63@example.net,angel63,28-08-1949,Female,Maryside,29-01-2024,28-01-2025,Annual,Mastercard,Manual,Occasional,Electronics,Horror,Smartphone,Low,4.9,4
2156,Christopher Mendoza,harmontheresa@example.com,harmontheresa,10-01-1984,Male,East Richard,09-04-2024,09-04-2025,Monthly,Visa,Auto-renew,Regular,Books,Romance,Smart TV,Medium,4.1,3
2157,Jesus Robertson,bennettlauren@example.org,bennettlauren,09-11-1966,Female,Lake Patriciamouth,03-04-2024,03-04-2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.3,4
2158,Jamie Gilmore,amber55@example.com,amber55,30-07-1957,Male,South Kevin,02-01-2024,01-01-2025,Monthly,Mastercard,Manual,Regular,Books,Drama,Tablet,Medium,4.2,7
2159,James Collins,ahernandez@example.org,ahernandez,19-09-1946,Male,South Hannahfort,04-02-2024,03-02-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Low,4.3,1
2160,Miss Mary Dunn,edward98@example.org,edward98,10-04-1937,Female,Joshuastad,25-03-2024,25-03-2025,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,Medium,4.4,1
2161,Brian Garner,lowetamara@example.org,lowetamara,04-05-1997,Female,East Derek,06-03-2024,06-03-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,4.8,5
2162,Rebecca Kennedy,brittanygoodman@example.net,brittanygoodman,15-09-1958,Female,Thomasville,05-03-2024,05-03-2025,Monthly,Visa,Manual,Regular,Clothing,Drama,Smartphone,Low,4,7
2163,Heather Rivera,fodom@example.com,fodom,21-01-1980,Female,Lake Jeffreychester,10-04-2024,10-04-2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.8,3
2164,Vanessa Harris,kathygarrison@example.com,kathygarrison,26-01-1956,Female,New Carolberg,31-01-2024,30-01-2025,Annual,Amex,Manual,Regular,Clothing,Romance,Smart TV,High,4.3,5
2165,Mr. Noah Hebert,patrickhenderson@example.org,patrickhenderson,16-01-1973,Female,Lake Edwin,12-01-2024,11-01-2025,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,High,4.3,0
2166,Jerry Clark,jasmine55@example.com,jasmine55,22-02-1958,Male,Sellersberg,21-01-2024,20-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Romance,Tablet,Low,4.8,4
2167,Kim James,frank53@example.org,frank53,23-01-1940,Male,Shawnmouth,06-01-2024,05-01-2025,Monthly,Amex,Manual,Frequent,Books,Sci-Fi,Tablet,Low,4.9,6
2168,April Long,apatterson@example.org,apatterson,13-10-2004,Female,North Sheri,17-01-2024,16-01-2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Smartphone,Low,3.7,0
2169,Michael Johnson,stephenstevens@example.com,stephenstevens,28-10-1979,Male,South Patricktown,05-04-2024,05-04-2025,Annual,Mastercard,Manual,Frequent,Electronics,Horror,Smart TV,Medium,3.3,0
2170,Vincent Conner,aaronking@example.net,aaronking,28-06-1995,Female,Lake Davidbury,31-01-2024,30-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Romance,Smart TV,Medium,4.3,8
2171,Jordan Stephens,thompsonterrance@example.com,thompsonterrance,11-08-1988,Male,Elliottberg,02-03-2024,02-03-2025,Monthly,Mastercard,Auto-renew,Regular,Books,Action,Tablet,High,4,10
2172,Stefanie Robinson,austin94@example.net,austin94,15-05-1962,Male,North Maria,24-03-2024,24-03-2025,Annual,Amex,Manual,Regular,Books,Drama,Smart TV,Low,4.8,10
2173,Rachael Ramos,brian67@example.com,brian67,30-09-2002,Female,New Lisa,26-01-2024,25-01-2025,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Smart TV,Low,3.7,1
2174,Jerry Romero,christinareese@example.net,christinareese,19-07-1967,Female,New Jenniferberg,20-02-2024,19-02-2025,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,Smart TV,Medium,4.6,10
2175,Joe Buchanan,lindalevy@example.net,lindalevy,03-12-1989,Male,East Rebecca,02-04-2024,02-04-2025,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,Medium,4.1,0
2176,Richard Martinez,kellymiller@example.com,kellymiller,13-10-1939,Female,North Joshuaburgh,27-02-2024,26-02-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.4,8
